page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0102,Journal des Goncourts,1,0,21,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0102,10 Jan. 1872,2,0,12,DATE,Absolute or relative dates or periods,,,,
0102,Paris de Machin,2,93,108,PERSON,"People, including fictional",,,,
0102,16 Jan. 1872,3,0,12,DATE,Absolute or relative dates or periods,,,,
0102,3 Juillet 1870,6,0,14,DATE,Absolute or relative dates or periods,,,,
0102,"Wednesday, September 2, 1891",7,8,36,DATE,Absolute or relative dates or periods,,,,
0102,Irish Church of XII Century,9,85,112,ORG,"Companies, agencies, institutions, etc.",,,,
0102,Die Schottenkirche,9,114,132,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0102,the Boulevard,10,15,28,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0102,Park,10,32,36,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0102,Cathedral,10,71,80,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0102,Crown of Thorns,10,246,261,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0102,Several inches,10,263,277,QUANTITY,"Measurements, as of weight or distance",,,,
0102,Jews,10,359,363,NORP,Nationalities or religious or political groups,,,,
0102,Regensburg,10,367,377,GPE,"Countries, cities, states",,,,
0102,the XV Century/,10,673,688,DATE,Absolute or relative dates or periods,,,,
0102,Walhalla,11,17,25,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0102,Danube,11,317,323,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0102,Parthenon,11,582,591,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0102,Museum,11,600,606,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0102,Parthenon,11,649,658,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0102,Temple,11,1003,1009,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0102,Greek,11,1374,1379,NORP,Nationalities or religious or political groups,,,,
0102,Temple,11,1428,1434,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0102,Danube,11,1490,1496,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0102,Temple,11,1582,1588,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0102,Paul Veronese’s,11,1637,1652,PERSON,"People, including fictional",,,,
