page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0407,"Tuesday, August 15, 1893",1,0,24,DATE,Absolute or relative dates or periods,,,,
0407,Hotel de la Hure,1,26,42,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,Laon,1,44,48,GPE,"Countries, cities, states",,,,
0407,Cathedral,2,43,52,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,Pennell,2,123,130,PERSON,"People, including fictional",,,,
0407,Bernhard,3,0,8,PERSON,"People, including fictional",,,,
0407,Boulevard,3,86,95,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,Ranke,4,8,13,PERSON,"People, including fictional",,,,
0407,Popes and History of England,4,16,44,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0407,Corrager,4,46,54,PERSON,"People, including fictional",,,,
0407,"Wednesday, August 16, 1893",5,2,28,DATE,Absolute or relative dates or periods,,,,
0407,"Lion d’Or,",5,30,40,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,Reims,5,41,46,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,7.28 train,6,17,27,TIME,Times smaller than a day,,,,
0407,Bernhard,6,29,37,PERSON,"People, including fictional",,,,
0407,Cathedral,7,5,14,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,Roman,7,175,180,NORP,Nationalities or religious or political groups,,,,
0407,"Thursday, August 17, 1893",9,2,27,DATE,Absolute or relative dates or periods,,,,
0407,Hotel de Paris,9,29,43,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,Nancy,9,45,50,GPE,"Countries, cities, states",,,,
0407,7,10,8,9,TIME,Times smaller than a day,,,,
0407,Chalons-sur-Marne,10,15,32,GPE,"Countries, cities, states",,,,
0407,a couple of hours,10,36,53,TIME,Times smaller than a day,,,,
0407,Bernardino da Mariotto,10,86,108,PERSON,"People, including fictional",,,,
0407,Nancy,12,11,16,PERSON,"People, including fictional",,,,
0407,Musée,12,30,35,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0407,a B. Veneto,12,139,150,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0407,Docteur Pascal,13,5,19,PERSON,"People, including fictional",,,,
0407,England,15,3,10,GPE,"Countries, cities, states",,,,
0407,3,15,19,20,CARDINAL,Numerals that do not fall under another type,,,,
0407,Ranke,15,32,37,PERSON,"People, including fictional",,,,
0407,History of England,15,40,58,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0407,Philippson,15,67,77,PERSON,"People, including fictional",,,,
0407,Contro-Revolution,15,80,97,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0407,Rudyard Kipling,15,102,117,PERSON,"People, including fictional",,,,
0407,Bernhard,15,119,127,PERSON,"People, including fictional",,,,
0407,Philippson,15,135,145,PERSON,"People, including fictional",,,,
0407,Louis XIV and the Apocrypha,15,148,175,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0407,"Friday, August 18, 1893",16,2,25,DATE,Absolute or relative dates or periods,,,,
0407,Pfeiffer,16,27,35,GPE,"Countries, cities, states",,,,
0407,Strassburg,16,37,47,GPE,"Countries, cities, states",,,,
0407,about 1.30,17,13,23,TIME,Times smaller than a day,,,,
0407,Museum,17,33,39,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,Carianis,17,57,65,NORP,Nationalities or religious or political groups,,,,
0407,Cathedral,18,26,35,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,first,18,70,75,ORDINAL,"""first"", ""second"", etc.",,,,
0407,Romanesque,18,170,180,NORP,Nationalities or religious or political groups,,,,
0407,"Saturday, August 19, 1893",20,0,25,DATE,Absolute or relative dates or periods,,,,
0407,Oberpollinger,20,27,40,GPE,"Countries, cities, states",,,,
0407,Stuttgart,20,42,51,GPE,"Countries, cities, states",,,,
0407,12.45,21,13,18,TIME,Times smaller than a day,,,,
0407,Italian,22,54,61,NORP,Nationalities or religious or political groups,,,,
0407,Ranke,23,30,35,PERSON,"People, including fictional",,,,
0407,"Sunday, August 20, 1893",25,0,23,DATE,Absolute or relative dates or periods,,,,
0407,Hotel Roth,25,25,35,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,Munich,25,37,43,GPE,"Countries, cities, states",,,,
0407,Cariani,26,53,60,PERSON,"People, including fictional",,,,
0407,2,27,5,6,CARDINAL,Numerals that do not fall under another type,,,,
0407,Giulio Campis,27,7,20,PERSON,"People, including fictional",,,,
0407,Munich,29,9,15,GPE,"Countries, cities, states",,,,
0407,1.54,29,19,23,TIME,Times smaller than a day,,,,
0407,Ulm,29,37,40,GPE,"Countries, cities, states",,,,
0407,Cathedral,29,52,61,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,one,29,119,122,CARDINAL,Numerals that do not fall under another type,,,,
0407,a couple of hours,29,148,165,TIME,Times smaller than a day,,,,
0407,Munich,30,8,14,GPE,"Countries, cities, states",,,,
0407,10.30,30,15,20,TIME,Times smaller than a day,,,,
0407,"Monday, August 21, 1893",31,0,23,DATE,Absolute or relative dates or periods,,,,
0407,Munich,31,25,31,GPE,"Countries, cities, states",,,,
0407,4,32,73,74,TIME,Times smaller than a day,,,,
0407,Gallery,33,12,19,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0407,Die Walküre,33,34,45,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0407,the evening,33,50,61,TIME,Times smaller than a day,,,,
0407,Sigmund,33,201,208,PERSON,"People, including fictional",,,,
