page,text,p,start,end,type,description,wikidata,viaf,loc,notes
125,"Sunday, September 20, 1891",1,0,26,DATE,Absolute or relative dates or periods,,,,
125,Hotel Monaco,1,28,40,FAC,"Buildings, airports, highways, bridges, etc.",,,,
125,Venice,1,42,48,GPE,"Countries, cities, states",,,,
125,Layard,2,8,14,WORK_OF_ART,"Titles of books, songs, etc.",,,,
125,8.30,2,17,21,TIME,Times smaller than a day,,,,
125,Catalogue,2,39,48,WORK_OF_ART,"Titles of books, songs, etc.",,,,
125,11,2,52,54,TIME,Times smaller than a day,,,,
125,an hour,2,68,75,TIME,Times smaller than a day,,,,
125,Doge,2,83,87,PERSON,"People, including fictional",,,,
125,the Grand Canal,3,131,146,FAC,"Buildings, airports, highways, bridges, etc.",,,,
125,Correggio,4,6,15,PERSON,"People, including fictional",,,,
125,"Monday, September 21, 1891",5,0,26,DATE,Absolute or relative dates or periods,,,,
125,Venice,5,28,34,GPE,"Countries, cities, states",,,,
125,Salute,6,12,18,WORK_OF_ART,"Titles of books, songs, etc.",,,,
125,Seminario,6,45,54,WORK_OF_ART,"Titles of books, songs, etc.",,,,
125,morning,6,62,69,TIME,Times smaller than a day,,,,
125,Accademia,7,7,16,FAC,"Buildings, airports, highways, bridges, etc.",,,,
125,Doge,7,69,73,PERSON,"People, including fictional",,,,
125,Jesuitism,8,10,19,ORG,"Companies, agencies, institutions, etc.",,,,
125,Oxford,8,24,30,ORG,"Companies, agencies, institutions, etc.",,,,
125,"Tuesday, September 22, 1891",9,0,27,DATE,Absolute or relative dates or periods,,,,
125,Venice,9,29,35,GPE,"Countries, cities, states",,,,
125,San Polo,10,0,8,FAC,"Buildings, airports, highways, bridges, etc.",,,,
125,Frari,10,17,22,FAC,"Buildings, airports, highways, bridges, etc.",,,,
125,morning,10,26,33,TIME,Times smaller than a day,,,,
125,Scuola,11,0,6,PERSON,"People, including fictional",,,,
125,Chiesa di San Rocco,11,11,30,PERSON,"People, including fictional",,,,
125,afternoon,11,34,43,TIME,Times smaller than a day,,,,
125,Lido,12,12,16,FAC,"Buildings, airports, highways, bridges, etc.",,,,
125,Correggio,13,0,9,GPE,"Countries, cities, states",,,,
125,evening,13,13,20,TIME,Times smaller than a day,,,,
125,Gertrude Burton,14,32,47,PERSON,"People, including fictional",,,,
125,"Sept. 23-26, 1891",14,62,79,DATE,Absolute or relative dates or periods,,,,
