page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0434,Giovanni Piccinelli,2,7,26,PERSON,"People, including fictional",,,,
0434,Via Masone 9,2,28,40,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0434,Bergamo,2,42,49,GPE,"Countries, cities, states",,,,
0434,Dora Anderson,3,0,13,PERSON,"People, including fictional",,,,
0434,Via Momenta 9,3,15,28,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0434,Rome,3,30,34,GPE,"Countries, cities, states",,,,
0434,Sig. Raffaele Vadi,4,0,18,PERSON,"People, including fictional",,,,
0434,Jesi,4,20,24,GPE,"Countries, cities, states",,,,
0434,Fabio Guzzini,5,0,13,PERSON,"People, including fictional",,,,
0434,Recanati,5,15,23,GPE,"Countries, cities, states",,,,
0434,"Alfred Benn,",6,0,12,PERSON,"People, including fictional",,,,
0434,Esq,6,13,16,ORG,"Companies, agencies, institutions, etc.",,,,
0434,Cavour,6,23,29,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0434,Florence,6,31,39,GPE,"Countries, cities, states",,,,
0434,Forbes,7,5,11,PERSON,"People, including fictional",,,,
0434,Via San Niccolò,7,13,28,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0434,Violet Paget,9,5,17,PERSON,"People, including fictional",,,,
0434,Il Palmerino,9,19,31,GPE,"Countries, cities, states",,,,
0434,Maiano,9,33,39,GPE,"Countries, cities, states",,,,
0434,Egisto Fabbri,10,7,20,PERSON,"People, including fictional",,,,
0434,82,10,22,24,CARDINAL,Numerals that do not fall under another type,,,,
0434,Firenze,11,1,8,PERSON,"People, including fictional",,,,
0434,Christina S. Bremner,12,5,25,PERSON,"People, including fictional",,,,
0434,Clyde Terrace,12,29,42,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0434,Aulaby Road,12,44,55,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0434,Hull,12,57,61,GPE,"Countries, cities, states",,,,
0434,Lohse,13,5,10,PERSON,"People, including fictional",,,,
0434,Union Bank of Australia,13,16,39,ORG,"Companies, agencies, institutions, etc.",,,,
0434,Lothbury,13,59,67,GPE,"Countries, cities, states",,,,
0434,London,13,69,75,GPE,"Countries, cities, states",,,,
