page,text,p,start,end,type,description,wikidata,viaf,loc,notes
343,"Tuesday, January 17, 1893",1,0,25,DATE,Absolute or relative dates or periods,,,,
343,Florence,1,27,35,GPE,"Countries, cities, states",,,,
343,Opera del Duomo,2,8,23,FAC,"Buildings, airports, highways, bridges, etc.",,,,
343,B.,3,0,2,PERSON,"People, including fictional",,,,
343,Voltaire,3,11,19,WORK_OF_ART,"Titles of books, songs, etc.",,,,
343,Tristram Shandy,3,24,39,PERSON,"People, including fictional",,,,
343,Vol. II,4,6,13,WORK_OF_ART,"Titles of books, songs, etc.",,,,
343,Ranke,4,17,22,WORK_OF_ART,"Titles of books, songs, etc.",,,,
343,German,4,30,36,LANGUAGE,Any named language,,,,
343,"Wednesday, January 18, 1893",5,0,27,DATE,Absolute or relative dates or periods,,,,
343,Florence,5,29,37,GPE,"Countries, cities, states",,,,
343,Lotto,6,19,24,WORK_OF_ART,"Titles of books, songs, etc.",,,,
343,Bernhard,7,0,8,PERSON,"People, including fictional",,,,
343,Vernon Lee,7,21,31,PERSON,"People, including fictional",,,,
343,James,7,56,61,PERSON,"People, including fictional",,,,
343,Catholic,7,138,146,NORP,Nationalities or religious or political groups,,,,
343,Solness,8,6,13,WORK_OF_ART,"Titles of books, songs, etc.",,,,
343,Evening Post,8,18,30,ORG,"Companies, agencies, institutions, etc.",,,,
343,Women’s Herald,8,35,49,ORG,"Companies, agencies, institutions, etc.",,,,
343,"Thursday, January 19, 1893",10,2,28,DATE,Absolute or relative dates or periods,,,,
343,Florence,10,30,38,GPE,"Countries, cities, states",,,,
343,Bernhard,12,0,8,PERSON,"People, including fictional",,,,
343,Ranke,13,5,10,WORK_OF_ART,"Titles of books, songs, etc.",,,,
343,"Friday, January 20, 1893",14,0,24,DATE,Absolute or relative dates or periods,,,,
343,Florence,14,26,34,GPE,"Countries, cities, states",,,,
343,Bernhard,15,17,25,PERSON,"People, including fictional",,,,
343,Loeser,15,36,42,PERSON,"People, including fictional",,,,
343,Britten,15,54,61,PERSON,"People, including fictional",,,,
343,James,16,6,11,PERSON,"People, including fictional",,,,
343,Vernon Lee’s,16,61,73,PERSON,"People, including fictional",,,,
343,Euphorion,17,59,68,PERSON,"People, including fictional",,,,
343,Italian,18,27,34,NORP,Nationalities or religious or political groups,,,,
343,European,18,114,122,NORP,Nationalities or religious or political groups,,,,
343,Stillman,19,39,47,PERSON,"People, including fictional",,,,
343,Nation,19,62,68,ORG,"Companies, agencies, institutions, etc.",,,,
343,one,19,82,85,CARDINAL,Numerals that do not fall under another type,,,,
343,Bernhard,19,89,97,PERSON,"People, including fictional",,,,
343,Venice,19,123,129,GPE,"Countries, cities, states",,,,
343,the autumn,19,133,143,DATE,Absolute or relative dates or periods,,,,
343,one,19,156,159,CARDINAL,Numerals that do not fall under another type,,,,
343,Bernhard,20,0,8,PERSON,"People, including fictional",,,,
343,the evening,20,27,38,TIME,Times smaller than a day,,,,
343,"Saturday, January 21, 1893",21,0,26,DATE,Absolute or relative dates or periods,,,,
343,Florence,21,28,36,GPE,"Countries, cities, states",,,,
343,Bernhard,24,51,59,PERSON,"People, including fictional",,,,
343,the Bagni di Ripoli,24,72,91,FAC,"Buildings, airports, highways, bridges, etc.",,,,
343,Ray,25,50,53,PERSON,"People, including fictional",,,,
343,Frank,25,145,150,PERSON,"People, including fictional",,,,
343,half,25,167,171,CARDINAL,Numerals that do not fall under another type,,,,
343,half,25,173,177,CARDINAL,Numerals that do not fall under another type,,,,
343,Bernhard,26,424,432,PERSON,"People, including fictional",,,,
343,Lotto,27,37,42,ORG,"Companies, agencies, institutions, etc.",,,,
343,all day,27,43,50,DATE,Absolute or relative dates or periods,,,,
343,the morning,27,61,72,TIME,Times smaller than a day,,,,
343,Stillman,27,83,91,PERSON,"People, including fictional",,,,
343,Domenico,27,170,178,PERSON,"People, including fictional",,,,
343,Jacopo Tintoretto,27,183,200,PERSON,"People, including fictional",,,,
343,Italian,27,251,258,NORP,Nationalities or religious or political groups,,,,
343,Julian,27,285,291,PERSON,"People, including fictional",,,,
343,Nathaniel Hawthorne,27,296,315,PERSON,"People, including fictional",,,,
343,American,27,343,351,NORP,Nationalities or religious or political groups,,,,
