page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0381,"Monday, April 3, 1893",1,0,21,DATE,Absolute or relative dates or periods,,,,
0381,Florence,1,23,31,GPE,"Countries, cities, states",,,,
0381,three,2,18,23,CARDINAL,Numerals that do not fall under another type,,,,
0381,Christina,3,5,14,PERSON,"People, including fictional",,,,
0381,the Ruccellai [sic] Palace,3,22,48,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0381,Costa,5,0,5,GPE,"Countries, cities, states",,,,
0381,the evening,5,14,25,TIME,Times smaller than a day,,,,
0381,"Tuesday, April 4, 1893",6,0,22,DATE,Absolute or relative dates or periods,,,,
0381,Florence,6,24,32,GPE,"Countries, cities, states",,,,
0381,Prato,7,0,5,GPE,"Countries, cities, states",,,,
0381,morning,7,13,20,TIME,Times smaller than a day,,,,
0381,Poggio a Caiano,8,9,24,GPE,"Countries, cities, states",,,,
0381,Signa,8,46,51,GPE,"Countries, cities, states",,,,
0381,A beautiful day,8,53,68,DATE,Absolute or relative dates or periods,,,,
0381,"Wednesday, April 5, 1893",9,0,24,DATE,Absolute or relative dates or periods,,,,
0381,Florence,9,26,34,GPE,"Countries, cities, states",,,,
0381,Jenkins,11,8,15,PERSON,"People, including fictional",,,,
0381,Signa,11,41,46,ORG,"Companies, agencies, institutions, etc.",,,,
0381,afternoon,11,51,60,TIME,Times smaller than a day,,,,
0381,Christina,12,0,9,PERSON,"People, including fictional",,,,
0381,the evening,12,33,44,TIME,Times smaller than a day,,,,
0381,"Thursday, April 6, 1893",13,0,23,DATE,Absolute or relative dates or periods,,,,
0381,Florence,13,25,33,GPE,"Countries, cities, states",,,,
0381,Christina,14,0,9,PERSON,"People, including fictional",,,,
0381,Costa,15,10,15,PERSON,"People, including fictional",,,,
0381,James,15,82,87,PERSON,"People, including fictional",,,,
0381,Loeser,15,96,102,PERSON,"People, including fictional",,,,
0381,Alvise Vivarina,15,114,129,PERSON,"People, including fictional",,,,
0381,Carmen,17,6,12,PERSON,"People, including fictional",,,,
0381,the evening,17,16,27,TIME,Times smaller than a day,,,,
