page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0281,"Thursday, July 14, 1892",1,0,23,DATE,Absolute or relative dates or periods,,,,
0281,Paris,1,25,30,GPE,"Countries, cities, states",,,,
0281,Creighton,2,21,30,PERSON,"People, including fictional",,,,
0281,The Elizabethan Age,2,55,74,EVENT,"Named hurricanes, battles, wars, sports events, etc.",,,,
0281,Mikes,4,4,9,PERSON,"People, including fictional",,,,
0281,yesterday,4,15,24,DATE,Absolute or relative dates or periods,,,,
0281,one,6,7,10,CARDINAL,Numerals that do not fall under another type,,,,
0281,Frank,6,402,407,PERSON,"People, including fictional",,,,
0281,the last few years,7,308,326,DATE,Absolute or relative dates or periods,,,,
0281,first,7,369,374,ORDINAL,"""first"", ""second"", etc.",,,,
0281,two,7,1117,1120,CARDINAL,Numerals that do not fall under another type,,,,
0281,one,8,9,12,CARDINAL,Numerals that do not fall under another type,,,,
0281,hours,8,476,481,TIME,Times smaller than a day,,,,
0281,Some day,8,1032,1040,DATE,Absolute or relative dates or periods,,,,
0281,"Friday, July 15, 1892",11,0,21,DATE,Absolute or relative dates or periods,,,,
0281,Dieppe,12,16,22,ORG,"Companies, agencies, institutions, etc.",,,,
0281,Paris,12,29,34,GPE,"Countries, cities, states",,,,
0281,London,12,38,44,GPE,"Countries, cities, states",,,,
0281,Bernhard,13,0,8,PERSON,"People, including fictional",,,,
0281,"Saturday, July 16, 1892",14,0,23,DATE,Absolute or relative dates or periods,,,,
0281,London,14,25,31,GPE,"Countries, cities, states",,,,
0281,Bernhard,15,0,8,PERSON,"People, including fictional",,,,
0281,first,15,11,16,ORDINAL,"""first"", ""second"", etc.",,,,
0281,Friday,16,10,16,GPE,"Countries, cities, states",,,,
