page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0264,"April 27, 1892",1,2,16,DATE,Absolute or relative dates or periods,,,,
0264,Albergo Nazionale,1,18,35,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,Volterra,1,37,45,GPE,"Countries, cities, states",,,,
0264,the morning,2,9,20,TIME,Times smaller than a day,,,,
0264,the afternoon,2,67,80,TIME,Times smaller than a day,,,,
0264,Correggio,2,104,113,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0264,Hampton Court,2,119,132,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,Vermouth,3,17,25,GPE,"Countries, cities, states",,,,
0264,Bernhard,3,78,86,PERSON,"People, including fictional",,,,
0264,Correggio,3,98,107,PERSON,"People, including fictional",,,,
0264,"Thursday, April 28, 1892",4,0,24,DATE,Absolute or relative dates or periods,,,,
0264,Volterra,4,26,34,GPE,"Countries, cities, states",,,,
0264,Duomo,5,26,31,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,San Giusto,5,63,73,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,Madonna,5,185,192,PERSON,"People, including fictional",,,,
0264,the afternoon,6,3,16,TIME,Times smaller than a day,,,,
0264,S. Girolamo,6,30,41,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,the evening,7,3,14,TIME,Times smaller than a day,,,,
0264,Bassani,7,30,37,PERSON,"People, including fictional",,,,
0264,Correggio,7,42,51,PERSON,"People, including fictional",,,,
0264,Charles V,8,7,16,PERSON,"People, including fictional",,,,
0264,Bernhard Lorenzo de’ Medici,9,5,32,PERSON,"People, including fictional",,,,
0264,"Friday, April 29, 1892",10,0,22,DATE,Absolute or relative dates or periods,,,,
0264,San Gimignano,10,48,61,GPE,"Countries, cities, states",,,,
0264,Vittorio Caparini,11,12,29,PERSON,"People, including fictional",,,,
0264,30 kilometers,11,59,72,QUANTITY,"Measurements, as of weight or distance",,,,
0264,Bernhard,12,11,19,PERSON,"People, including fictional",,,,
0264,Volterra,12,130,138,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,Bourget,12,184,191,PERSON,"People, including fictional",,,,
0264,Sensations d’Italie,12,194,213,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0264,Municipio,13,75,84,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,San Agostino,13,86,98,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,Duomo,13,108,113,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,Bernhard,14,0,8,PERSON,"People, including fictional",,,,
0264,XIV Century,14,71,82,DATE,Absolute or relative dates or periods,,,,
0264,"Saturday, April 30, 1892",15,2,26,DATE,Absolute or relative dates or periods,,,,
0264,San Gimignano,15,28,41,GPE,"Countries, cities, states",,,,
0264,Duomo,16,21,26,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,the morning,16,30,41,TIME,Times smaller than a day,,,,
0264,the afternoon,16,50,63,TIME,Times smaller than a day,,,,
0264,about 3 miles,16,94,107,QUANTITY,"Measurements, as of weight or distance",,,,
0264,S. Andrea,16,120,129,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,Benozzo Gozzoli,16,153,168,ORG,"Companies, agencies, institutions, etc.",,,,
0264,Church,16,221,227,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0264,Titian,17,23,29,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0264,afternoon,17,37,46,TIME,Times smaller than a day,,,,
0264,evening,17,51,58,TIME,Times smaller than a day,,,,
