page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0269,"Sunday, May 8, 1892",1,2,21,DATE,Absolute or relative dates or periods,,,,
0269,Hotel Cambria,1,23,36,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0269,Brescia,1,38,45,GPE,"Countries, cities, states",,,,
0269,the morning,2,23,34,TIME,Times smaller than a day,,,,
0269,Brescia,3,31,38,GPE,"Countries, cities, states",,,,
0269,Symonds,4,11,18,PERSON,"People, including fictional",,,,
0269,Catholic Reaction,4,20,37,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0269,Michelet,4,49,57,PERSON,"People, including fictional",,,,
0269,Renaissance,4,60,71,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0269,"Monday, May 9, 1892",5,0,19,DATE,Absolute or relative dates or periods,,,,
0269,Albergo Concordia,5,21,38,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0269,Bergamo,5,40,47,GPE,"Countries, cities, states",,,,
0269,dozen,6,8,13,CARDINAL,Numerals that do not fall under another type,,,,
0269,two,6,27,30,CARDINAL,Numerals that do not fall under another type,,,,
0269,evening,6,118,125,TIME,Times smaller than a day,,,,
0269,"Tuesday, May 10, 1892",7,2,23,DATE,Absolute or relative dates or periods,,,,
0269,Bergamo,7,25,32,GPE,"Countries, cities, states",,,,
0269,Alsano,8,18,24,GPE,"Countries, cities, states",,,,
0269,the morning,8,28,39,TIME,Times smaller than a day,,,,
0269,an hour,8,94,101,TIME,Times smaller than a day,,,,
0269,the afternoon,9,3,16,TIME,Times smaller than a day,,,,
0269,Lotto,9,74,79,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0269,Bernhard,9,81,89,PERSON,"People, including fictional",,,,
0269,the Railway Company,9,140,159,ORG,"Companies, agencies, institutions, etc.",,,,
0269,the evening,10,3,14,TIME,Times smaller than a day,,,,
0269,Wednesday,11,13,22,DATE,Absolute or relative dates or periods,,,,
