page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0379,"Tuesday, March 28, 1893",1,0,23,DATE,Absolute or relative dates or periods,,,,
0379,Florence,1,25,33,GPE,"Countries, cities, states",,,,
0379,Christina,2,0,9,PERSON,"People, including fictional",,,,
0379,Uffizi,2,28,34,PERSON,"People, including fictional",,,,
0379,Bernhard,2,40,48,PERSON,"People, including fictional",,,,
0379,Forbes,2,63,69,PERSON,"People, including fictional",,,,
0379,German,3,9,15,LANGUAGE,Any named language,,,,
0379,Certosa,3,42,49,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0379,one,3,87,90,CARDINAL,Numerals that do not fall under another type,,,,
0379,Protestant,3,156,166,NORP,Nationalities or religious or political groups,,,,
0379,the evening,4,3,14,TIME,Times smaller than a day,,,,
0379,Ghosts,4,27,33,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0379,"Wednesday, March 29, 1893",5,0,25,DATE,Absolute or relative dates or periods,,,,
0379,Florence,5,27,35,GPE,"Countries, cities, states",,,,
0379,Lotto,6,10,15,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0379,the morning,6,19,30,TIME,Times smaller than a day,,,,
0379,Bernhard,7,5,13,PERSON,"People, including fictional",,,,
0379,Vernon Lee’s,7,23,35,ORG,"Companies, agencies, institutions, etc.",,,,
0379,Benn,7,59,63,PERSON,"People, including fictional",,,,
0379,Benn,8,20,24,PERSON,"People, including fictional",,,,
0379,Americans,8,36,45,NORP,Nationalities or religious or political groups,,,,
0379,Bernhard,8,104,112,PERSON,"People, including fictional",,,,
0379,Michelet,8,130,138,PERSON,"People, including fictional",,,,
0379,Christina,9,6,15,PERSON,"People, including fictional",,,,
0379,the Medici Tombs,9,19,35,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0379,Fiesole,9,66,73,GPE,"Countries, cities, states",,,,
0379,Bernhard,9,87,95,PERSON,"People, including fictional",,,,
0379,Settignano,9,116,126,GPE,"Countries, cities, states",,,,
0379,the evening,10,3,14,TIME,Times smaller than a day,,,,
0379,Hedda Gabler,10,28,40,PERSON,"People, including fictional",,,,
