page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0380,"Thursday, March 30, 1893",1,0,24,DATE,Absolute or relative dates or periods,,,,
0380,Florence,1,26,34,GPE,"Countries, cities, states",,,,
0380,Lotto,2,0,5,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0380,Pitti,2,14,19,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0380,morning,2,27,34,TIME,Times smaller than a day,,,,
0380,Lotto,2,48,53,ORG,"Companies, agencies, institutions, etc.",,,,
0380,Benson,3,4,10,PERSON,"People, including fictional",,,,
0380,Berenson,3,21,29,PERSON,"People, including fictional",,,,
0380,Christina,3,53,62,PERSON,"People, including fictional",,,,
0380,the evening,5,3,14,TIME,Times smaller than a day,,,,
0380,Hedda Gabler,5,24,36,PERSON,"People, including fictional",,,,
0380,"Friday, March 31, 1893",6,2,24,DATE,Absolute or relative dates or periods,,,,
0380,Florence,6,39,47,GPE,"Countries, cities, states",,,,
0380,morning,7,24,31,TIME,Times smaller than a day,,,,
0380,German,8,9,15,NORP,Nationalities or religious or political groups,,,,
0380,Settignano,8,38,48,GPE,"Countries, cities, states",,,,
0380,the evening,9,3,14,TIME,Times smaller than a day,,,,
0380,The Lady from the Sea,9,22,43,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0380,"Saturday, April 1, 1893",11,0,23,DATE,Absolute or relative dates or periods,,,,
0380,Florence,11,25,33,GPE,"Countries, cities, states",,,,
0380,Christina,14,33,42,PERSON,"People, including fictional",,,,
0380,the Via Bolognese,14,58,75,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0380,Treppiano,14,77,86,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0380,the Villa Carreggi,14,108,126,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0380,the evening,15,3,14,TIME,Times smaller than a day,,,,
0380,The Lady from the Sea,15,26,47,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0380,Willard,16,5,12,PERSON,"People, including fictional",,,,
0380,"Easter Sunday, April 2, 1893",17,2,30,DATE,Absolute or relative dates or periods,,,,
0380,Florence,17,32,40,GPE,"Countries, cities, states",,,,
0380,nearly all day,18,6,20,DATE,Absolute or relative dates or periods,,,,
0380,the Bagno di Ripoli,18,62,81,FAC,"Buildings, airports, highways, bridges, etc.",,,,
