page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0167,"Wednesday, November 25, 1891",1,2,30,DATE,Absolute or relative dates or periods,,,,
0167,Vienna,1,32,38,GPE,"Countries, cities, states",,,,
0167,the morning,2,23,34,TIME,Times smaller than a day,,,,
0167,two,2,49,52,CARDINAL,Numerals that do not fall under another type,,,,
0167,Herr Frümel,2,71,82,PERSON,"People, including fictional",,,,
0167,French,2,194,200,LANGUAGE,Any named language,,,,
0167,Adoration of the Magi,3,37,58,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0167,Jacopo,3,63,69,PERSON,"People, including fictional",,,,
0167,Francesco Bassano,3,82,99,PERSON,"People, including fictional",,,,
0167,the evening,4,3,14,TIME,Times smaller than a day,,,,
0167,B.,4,37,39,PERSON,"People, including fictional",,,,
0167,Vienna,4,131,137,GPE,"Countries, cities, states",,,,
0167,"Thursday, November 26, 1891",5,0,27,DATE,Absolute or relative dates or periods,,,,
0167,Vienna,5,29,35,GPE,"Countries, cities, states",,,,
0167,Herr Frümel,6,16,27,PERSON,"People, including fictional",,,,
0167,Moderna,6,89,96,PERSON,"People, including fictional",,,,
0167,Thanksgiving Turkey”,7,9,29,EVENT,"Named hurricanes, battles, wars, sports events, etc.",,,,
0167,B.,7,30,32,PERSON,"People, including fictional",,,,
0167,the evening,8,3,14,TIME,Times smaller than a day,,,,
0167,Janet,8,22,27,PERSON,"People, including fictional",,,,
0167,Venetian,8,64,72,NORP,Nationalities or religious or political groups,,,,
