page,text,p,start,end,type,description,wikidata,viaf,loc,notes
134,"Tuesday, October 13, 1891",1,0,25,DATE,Absolute or relative dates or periods,,,,
134,Hotel Monaco,1,27,39,FAC,"Buildings, airports, highways, bridges, etc.",,,,
134,Venice,1,41,47,GPE,"Countries, cities, states",,,,
134,the morning,2,8,19,TIME,Times smaller than a day,,,,
134,Costa,2,25,30,PERSON,"People, including fictional",,,,
134,Correr,2,38,44,FAC,"Buildings, airports, highways, bridges, etc.",,,,
134,Bellini,2,59,66,PERSON,"People, including fictional",,,,
134,American,3,27,35,NORP,Nationalities or religious or political groups,,,,
134,Galleries,3,76,85,FAC,"Buildings, airports, highways, bridges, etc.",,,,
134,Florian,4,11,18,PERSON,"People, including fictional",,,,
134,B.,4,27,29,PERSON,"People, including fictional",,,,
134,Gebhardt,4,35,43,PERSON,"People, including fictional",,,,
134,the Revue de Deux Mondes,4,57,81,WORK_OF_ART,"Titles of books, songs, etc.",,,,
134,B.,7,1,3,PERSON,"People, including fictional",,,,
134,Dans l’Inde by Chevrillon,7,13,38,ORG,"Companies, agencies, institutions, etc.",,,,
134,"Wednesday, October 14, 1891",9,0,27,DATE,Absolute or relative dates or periods,,,,
134,Venice,9,29,35,GPE,"Countries, cities, states",,,,
134,Academy,10,0,7,ORG,"Companies, agencies, institutions, etc.",,,,
134,the morning,10,11,22,TIME,Times smaller than a day,,,,
134,Costa,10,28,33,PERSON,"People, including fictional",,,,
134,Ducal Palace,11,0,12,FAC,"Buildings, airports, highways, bridges, etc.",,,,
134,Costa,11,62,67,PERSON,"People, including fictional",,,,
134,English,11,82,89,NORP,Nationalities or religious or political groups,,,,
134,Tolstoi,11,101,108,PERSON,"People, including fictional",,,,
134,L’Ève future,12,9,21,FAC,"Buildings, airports, highways, bridges, etc.",,,,
134,a Jules Verne,12,41,54,WORK_OF_ART,"Titles of books, songs, etc.",,,,
134,Oliphant,13,11,19,PERSON,"People, including fictional",,,,
134,Makers of Venice,13,23,39,WORK_OF_ART,"Titles of books, songs, etc.",,,,
