page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0141,"Monday October 26, 1891",1,0,23,DATE,Absolute or relative dates or periods,,,,
0141,Padua,1,25,30,GPE,"Countries, cities, states",,,,
0141,the morning,2,9,20,TIME,Times smaller than a day,,,,
0141,the Chapel of the Arena,2,24,47,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0141,Giotto,2,70,76,PERSON,"People, including fictional",,,,
0141,Japanese,2,765,773,NORP,Nationalities or religious or political groups,,,,
0141,Japanese,2,888,896,NORP,Nationalities or religious or political groups,,,,
0141,Giotto,2,898,904,PERSON,"People, including fictional",,,,
0141,Japanese,2,920,928,NORP,Nationalities or religious or political groups,,,,
0141,one,2,1046,1049,CARDINAL,Numerals that do not fall under another type,,,,
0141,Giotto,2,1229,1235,PERSON,"People, including fictional",,,,
0141,Giotto,2,1298,1304,PERSON,"People, including fictional",,,,
0141,Alexandrine,2,1379,1390,NORP,Nationalities or religious or political groups,,,,
0141,Tuscan,2,1564,1570,NORP,Nationalities or religious or political groups,,,,
0141,Mantegna,3,60,68,PERSON,"People, including fictional",,,,
0141,Resurrection,3,96,108,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0141,Baptism,3,137,144,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0141,Bellini,3,173,180,PERSON,"People, including fictional",,,,
0141,Cima,3,187,191,PERSON,"People, including fictional",,,,
