page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0253,"Monday, April 11, 1892",1,0,22,DATE,Absolute or relative dates or periods,,,,
0253,Florence,1,24,32,GPE,"Countries, cities, states",,,,
0253,A day,2,0,5,DATE,Absolute or relative dates or periods,,,,
0253,the night,2,227,236,TIME,Times smaller than a day,,,,
0253,Pitti,3,15,20,PERSON,"People, including fictional",,,,
0253,Loeser,4,0,6,PERSON,"People, including fictional",,,,
0253,Juliet Temple,4,70,83,PERSON,"People, including fictional",,,,
0253,Sumner,4,106,112,PERSON,"People, including fictional",,,,
0253,Juliet,4,114,120,PERSON,"People, including fictional",,,,
0253,Logan,4,158,163,PERSON,"People, including fictional",,,,
0253,Sumner,4,251,257,PERSON,"People, including fictional",,,,
0253,"Tuesday, April 12, 1892",5,2,25,DATE,Absolute or relative dates or periods,,,,
0253,Florence,5,27,35,GPE,"Countries, cities, states",,,,
0253,Bernhard,6,15,23,PERSON,"People, including fictional",,,,
0253,Venetian School,6,27,42,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0253,the Opera del Duomo,6,61,80,ORG,"Companies, agencies, institutions, etc.",,,,
0253,afternoon,7,17,26,TIME,Times smaller than a day,,,,
0253,the Venetian School,7,42,61,ORG,"Companies, agencies, institutions, etc.",,,,
0253,Ray,10,0,3,PERSON,"People, including fictional",,,,
0253,first,10,6,11,ORDINAL,"""first"", ""second"", etc.",,,,
0253,Mary,10,50,54,PERSON,"People, including fictional",,,,
0253,tomorrow,10,90,98,DATE,Absolute or relative dates or periods,,,,
