page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0396,"Monday, May 8, 1893",1,0,19,DATE,Absolute or relative dates or periods,,,,
0396,Rome,1,21,25,GPE,"Countries, cities, states",,,,
0396,Borgia,2,11,17,PERSON,"People, including fictional",,,,
0396,Bernhard,3,12,20,PERSON,"People, including fictional",,,,
0396,Monsignore,3,39,49,PERSON,"People, including fictional",,,,
0396,America,3,143,150,GPE,"Countries, cities, states",,,,
0396,Washington,3,170,180,GPE,"Countries, cities, states",,,,
0396,Michael Field,4,0,13,PERSON,"People, including fictional",,,,
0396,Stanze,4,32,38,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0396,the Vatican Gallery,4,43,62,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0396,Raphaels,4,68,76,PERSON,"People, including fictional",,,,
0396,the afternoon,5,3,16,TIME,Times smaller than a day,,,,
0396,Bernhard,5,18,26,PERSON,"People, including fictional",,,,
0396,Sellers,5,42,49,PERSON,"People, including fictional",,,,
0396,Germans,5,65,72,NORP,Nationalities or religious or political groups,,,,
0396,the Villa Albani,5,76,92,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0396,Keats,5,140,145,PERSON,"People, including fictional",,,,
0396,Shelley,5,150,157,PERSON,"People, including fictional",,,,
0396,the evening,6,24,35,TIME,Times smaller than a day,,,,
0396,"Tuesday, May 9, 1893",7,0,20,DATE,Absolute or relative dates or periods,,,,
0396,Rome,7,22,26,GPE,"Countries, cities, states",,,,
0396,Field,8,0,5,PERSON,"People, including fictional",,,,
0396,Michael,8,37,44,PERSON,"People, including fictional",,,,
0396,all day,8,56,63,DATE,Absolute or relative dates or periods,,,,
0396,Sellers,9,12,19,PERSON,"People, including fictional",,,,
0396,German,9,41,47,NORP,Nationalities or religious or political groups,,,,
0396,Sellers,9,93,100,PERSON,"People, including fictional",,,,
0396,Doria,9,109,114,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0396,Velasquez,9,120,129,PERSON,"People, including fictional",,,,
0396,Klein,10,11,16,PERSON,"People, including fictional",,,,
0396,Mediaeval,10,97,106,DATE,Absolute or relative dates or periods,,,,
0396,Renaissance,10,111,122,DATE,Absolute or relative dates or periods,,,,
0396,the afternoon,11,3,16,TIME,Times smaller than a day,,,,
0396,Bernhard,11,17,25,PERSON,"People, including fictional",,,,
0396,Vedders,11,40,47,PERSON,"People, including fictional",,,,
0396,Mond,12,5,9,PERSON,"People, including fictional",,,,
0396,Michael,13,5,12,PERSON,"People, including fictional",,,,
