page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0082,"Friday, August 14, 1891",1,0,23,DATE,Absolute or relative dates or periods,,,,
0082,Motley,2,5,11,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0082,Haarlem,2,21,28,GPE,"Countries, cities, states",,,,
0082,2 1/2 hours,3,6,17,TIME,Times smaller than a day,,,,
0082,Museum,3,25,31,ORG,"Companies, agencies, institutions, etc.",,,,
0082,Frans Hals,3,42,52,PERSON,"People, including fictional",,,,
0082,two,3,97,100,CARDINAL,Numerals that do not fall under another type,,,,
0082,77,3,115,117,CARDINAL,Numerals that do not fall under another type,,,,
0082,78,3,120,122,CARDINAL,Numerals that do not fall under another type,,,,
0082,1664,3,135,139,DATE,Absolute or relative dates or periods,,,,
0082,Zorn,3,166,170,PERSON,"People, including fictional",,,,
0082,Carrière,3,175,183,PERSON,"People, including fictional",,,,
0082,Shakspeare,3,235,245,PERSON,"People, including fictional",,,,
0082,Rembrandt,3,286,295,PERSON,"People, including fictional",,,,
0082,Terburg,4,9,16,PERSON,"People, including fictional",,,,
0082,a Family Group,4,18,32,ORG,"Companies, agencies, institutions, etc.",,,,
0082,Courtois,4,63,71,PERSON,"People, including fictional",,,,
0082,Van der Velde,4,88,101,PERSON,"People, including fictional",,,,
0082,Hampstead Heath,4,113,128,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0082,Constable,4,138,147,PERSON,"People, including fictional",,,,
0082,Cornelius van Haarlems,4,165,187,PERSON,"People, including fictional",,,,
0082,Jan de Braij,4,237,249,PERSON,"People, including fictional",,,,
0082,Frans Hals’,4,263,274,PERSON,"People, including fictional",,,,
0082,Regents,4,304,311,PERSON,"People, including fictional",,,,
0082,Pot,4,323,326,PERSON,"People, including fictional",,,,
0082,Verspronck,4,374,384,PERSON,"People, including fictional",,,,
0082,Hals,4,408,412,PERSON,"People, including fictional",,,,
0082,Velasquez,4,416,425,PERSON,"People, including fictional",,,,
0082,Titian,4,443,449,PERSON,"People, including fictional",,,,
0082,Fodor Museum,5,8,20,ORG,"Companies, agencies, institutions, etc.",,,,
0082,1,6,20,21,CARDINAL,Numerals that do not fall under another type,,,,
0082,Meissonier,6,28,38,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0082,Watteau,7,24,31,PERSON,"People, including fictional",,,,
0082,"Saturday, August 15, 1891",9,10,35,DATE,Absolute or relative dates or periods,,,,
0082,A day,10,0,5,DATE,Absolute or relative dates or periods,,,,
0082,Amsterdam,10,20,29,GPE,"Countries, cities, states",,,,
0082,9.30,10,30,34,TIME,Times smaller than a day,,,,
0082,Hanover,10,38,45,GPE,"Countries, cities, states",,,,
0082,8.50,10,46,50,TIME,Times smaller than a day,,,,
0082,Motley,11,5,11,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0082,all day,11,12,19,DATE,Absolute or relative dates or periods,,,,
0082,German,11,32,38,LANGUAGE,Any named language,,,,
