page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0093,"Wednesday, August 19, 1891,",1,0,27,DATE,Absolute or relative dates or periods,,,,
0093,Berlin,1,29,35,GPE,"Countries, cities, states",,,,
0093,the Venetian School,2,49,68,ORG,"Companies, agencies, institutions, etc.",,,,
0093,Gentile da Fabriano,2,74,93,PERSON,"People, including fictional",,,,
0093,Antonio Vivarini,2,98,114,PERSON,"People, including fictional",,,,
0093,Tiepolo,2,118,125,PERSON,"People, including fictional",,,,
0093,Veronese,2,136,144,NORP,Nationalities or religious or political groups,,,,
0093,"Thursday, August 20, 1891",3,0,25,DATE,Absolute or relative dates or periods,,,,
0093,Berlin,3,27,33,GPE,"Countries, cities, states",,,,
0093,Florentine School,4,0,17,ORG,"Companies, agencies, institutions, etc.",,,,
0093,Pisanello,5,30,39,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0093,American,5,45,53,NORP,Nationalities or religious or political groups,,,,
0093,New Brunswick,5,167,180,GPE,"Countries, cities, states",,,,
0093,Van Dyck,5,199,207,PERSON,"People, including fictional",,,,
0093,the Nationalgallerei,6,8,28,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0093,Herr Klinsmann,7,0,14,PERSON,"People, including fictional",,,,
0093,Thiergarten,7,50,61,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0093,Jews,7,80,84,NORP,Nationalities or religious or political groups,,,,
0093,Berlin,7,88,94,GPE,"Countries, cities, states",,,,
0093,"Friday, August 21, 1891",8,0,23,DATE,Absolute or relative dates or periods,,,,
0093,Berlin,8,25,31,GPE,"Countries, cities, states",,,,
0093,Ferrarese and,9,0,13,ORG,"Companies, agencies, institutions, etc.",,,,
0093,Milanese,9,14,22,NORP,Nationalities or religious or political groups,,,,
0093,Gallery,9,38,45,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0093,Tschudi,9,82,89,PERSON,"People, including fictional",,,,
0093,Herr Klinsmann,10,0,14,PERSON,"People, including fictional",,,,
0093,the International Exhibition,10,26,54,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0093,French,10,126,132,NORP,Nationalities or religious or political groups,,,,
0093,Böcklin,10,134,141,PERSON,"People, including fictional",,,,
0093,Susanna and the Elders,10,157,179,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0093,Jews,10,200,204,NORP,Nationalities or religious or political groups,,,,
0093,Berenson,10,206,214,PERSON,"People, including fictional",,,,
0093,Bible,10,245,250,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0093,Böcklin,10,266,273,PERSON,"People, including fictional",,,,
0093,Spanish,10,279,286,NORP,Nationalities or religious or political groups,,,,
0093,Villegas,10,334,342,PERSON,"People, including fictional",,,,
0093,Beuliure y Gil,10,347,361,PERSON,"People, including fictional",,,,
0093,Berlin,11,10,16,GPE,"Countries, cities, states",,,,
0093,Dresden,11,20,27,GPE,"Countries, cities, states",,,,
0093,Motley,12,0,6,ORG,"Companies, agencies, institutions, etc.",,,,
0093,German,12,11,17,ORG,"Companies, agencies, institutions, etc.",,,,
0093,"Saturday, August 22, 1891",14,0,25,DATE,Absolute or relative dates or periods,,,,
0093,Hotel Rheinischerhof,14,27,47,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0093,Dresden,14,49,56,GPE,"Countries, cities, states",,,,
0093,Walter [0096],16,4,17,PERSON,"People, including fictional",,,,
0093,Belottos,16,74,82,PERSON,"People, including fictional",,,,
0093,Costa,16,88,93,PERSON,"People, including fictional",,,,
0093,Motley and de Lisle Adam,17,5,29,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0093,the afternoon,17,33,46,TIME,Times smaller than a day,,,,
0093,Michael Field,18,11,24,PERSON,"People, including fictional",,,,
0093,Cooper,18,68,74,PERSON,"People, including fictional",,,,
0093,Das Rheingold,19,8,21,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0093,the evening,19,25,36,TIME,Times smaller than a day,,,,
0093,"Sunday, August 23, 1891",20,1,24,DATE,Absolute or relative dates or periods,,,,
0093,Dresden,20,26,33,GPE,"Countries, cities, states",,,,
0093,morning,21,11,18,TIME,Times smaller than a day,,,,
0093,Costa,21,24,29,PERSON,"People, including fictional",,,,
0093,Bonhomet Triboulet,22,5,23,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0093,Villiers de Lisle Adam,22,27,49,PERSON,"People, including fictional",,,,
0093,"Monday, August 24, 1891",25,1,24,DATE,Absolute or relative dates or periods,,,,
0093,Dresden,25,26,33,GPE,"Countries, cities, states",,,,
0093,morning,26,11,18,TIME,Times smaller than a day,,,,
0093,Michael Fields,27,10,24,PERSON,"People, including fictional",,,,
0093,Stadt Krankenhaus,27,28,45,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0093,Cooper,27,64,70,PERSON,"People, including fictional",,,,
0093,Die Walkyrie,28,8,20,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0093,evening,28,24,31,TIME,Times smaller than a day,,,,
0093,"Tuesday, August 25, 1891",29,1,25,DATE,Absolute or relative dates or periods,,,,
0093,Dresden,29,27,34,GPE,"Countries, cities, states",,,,
0093,Costa,30,13,18,PERSON,"People, including fictional",,,,
0093,morning,30,22,29,TIME,Times smaller than a day,,,,
0093,Michael Field,31,10,23,PERSON,"People, including fictional",,,,
0093,afternoon,31,27,36,TIME,Times smaller than a day,,,,
0093,Terrace,32,11,18,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0093,evening,32,22,29,TIME,Times smaller than a day,,,,
0093,Motley,33,0,6,PERSON,"People, including fictional",,,,
0093,Villiers de Lisle,33,11,28,PERSON,"People, including fictional",,,,
0093,"Wednesday, August 26, 1891",35,0,26,DATE,Absolute or relative dates or periods,,,,
0093,Dresden,35,28,35,GPE,"Countries, cities, states",,,,
0093,Costa,36,13,18,PERSON,"People, including fictional",,,,
0093,Florence Dike’s,37,4,19,PERSON,"People, including fictional",,,,
0093,Lizzie Johnston,37,28,43,PERSON,"People, including fictional",,,,
0093,Costa,38,32,37,PERSON,"People, including fictional",,,,
0093,B.B.,38,57,61,PERSON,"People, including fictional",,,,
0093,Siegfried,39,13,22,PERSON,"People, including fictional",,,,
0093,evening,39,26,33,TIME,Times smaller than a day,,,,
