page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0098,"Thursday, August 27, 1891",1,0,25,DATE,Absolute or relative dates or periods,,,,
0098,Dresden,1,27,34,GPE,"Countries, cities, states",,,,
0098,Gallery,2,8,15,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0098,Correggio,2,25,34,PERSON,"People, including fictional",,,,
0098,Michael Fields,3,10,24,PERSON,"People, including fictional",,,,
0098,Parsifal,3,60,68,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0098,M.,4,0,2,PERSON,"People, including fictional",,,,
0098,afternoon,4,20,29,TIME,Times smaller than a day,,,,
0098,evening,5,15,22,TIME,Times smaller than a day,,,,
0098,"Friday, August 28, 1891",6,0,23,DATE,Absolute or relative dates or periods,,,,
0098,Dresden,6,25,32,GPE,"Countries, cities, states",,,,
0098,morning,7,11,18,TIME,Times smaller than a day,,,,
0098,Bradley,8,15,22,PERSON,"People, including fictional",,,,
0098,Michael Field,8,24,37,PERSON,"People, including fictional",,,,
0098,the afternoon,8,42,55,TIME,Times smaller than a day,,,,
0098,the evening,9,27,38,TIME,Times smaller than a day,,,,
0098,B.,9,85,87,PERSON,"People, including fictional",,,,
0098,Wotan,9,102,107,PERSON,"People, including fictional",,,,
0098,Dresden,11,28,35,GPE,"Countries, cities, states",,,,
0098,9.20,12,5,9,CARDINAL,Numerals that do not fall under another type,,,,
0098,Pötscha,12,19,26,GPE,"Countries, cities, states",,,,
0098,Bastei,12,45,51,GPE,"Countries, cities, states",,,,
0098,Shaudan,13,34,41,GPE,"Countries, cities, states",,,,
0098,Rathen,13,132,138,GPE,"Countries, cities, states",,,,
0098,Pötscha,13,153,160,GPE,"Countries, cities, states",,,,
0098,a day,13,251,256,DATE,Absolute or relative dates or periods,,,,
0098,B.,13,308,310,PERSON,"People, including fictional",,,,
