page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0291,"Friday, September 2, 1892",1,0,25,DATE,Absolute or relative dates or periods,,,,
0291,Paris,1,27,32,GPE,"Countries, cities, states",,,,
0291,Louvre,2,0,6,PERSON,"People, including fictional",,,,
0291,two,2,12,15,CARDINAL,Numerals that do not fall under another type,,,,
0291,American,2,16,24,NORP,Nationalities or religious or political groups,,,,
0291,Raphael,2,92,99,PERSON,"People, including fictional",,,,
0291,Hapgood,3,25,32,PERSON,"People, including fictional",,,,
0291,St. Denis,3,36,45,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0291,Bernhard,3,87,95,PERSON,"People, including fictional",,,,
0291,"Saturday, September 3, 1892",4,0,27,DATE,Absolute or relative dates or periods,,,,
0291,Paris,4,29,34,GPE,"Countries, cities, states",,,,
0291,Louvre,5,39,45,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0291,about noon,5,46,56,TIME,Times smaller than a day,,,,
0291,Florentines,5,90,101,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0291,the Gallerie de Sept Mètres,5,105,132,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0291,the afternoon,6,3,16,TIME,Times smaller than a day,,,,
0291,La débâcle,6,24,34,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0291,Bernhard,7,5,13,PERSON,"People, including fictional",,,,
0291,Monk Lewis,7,19,29,ORG,"Companies, agencies, institutions, etc.",,,,
0291,Rosario,7,31,38,GPE,"Countries, cities, states",,,,
0291,Burke,8,0,5,PERSON,"People, including fictional",,,,
0291,Vienna,8,20,26,GPE,"Countries, cities, states",,,,
0291,Creighton,9,5,14,ORG,"Companies, agencies, institutions, etc.",,,,
0291,"Sunday, September 4, 1892",10,0,25,DATE,Absolute or relative dates or periods,,,,
0291,Paris,10,27,32,GPE,"Countries, cities, states",,,,
0291,Louvre,11,12,18,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0291,Bernhard,11,24,32,PERSON,"People, including fictional",,,,
0291,Burke,11,52,57,PERSON,"People, including fictional",,,,
0291,Hapgood,11,59,66,PERSON,"People, including fictional",,,,
0291,Jens Thiis,11,71,81,PERSON,"People, including fictional",,,,
0291,Thiis,13,29,34,NORP,Nationalities or religious or political groups,,,,
0291,the Exposition des Arts de la Femme,13,53,88,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0291,Tanagras,13,157,165,NORP,Nationalities or religious or political groups,,,,
0291,Japanese,13,170,178,NORP,Nationalities or religious or political groups,,,,
0291,Outamaro,13,187,195,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0291,Parmigianino,13,213,225,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
