page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0218,"Tuesday, February 23, 1892",1,2,28,DATE,Absolute or relative dates or periods,,,,
0218,Florence,1,30,38,GPE,"Countries, cities, states",,,,
0218,B.’s,2,8,12,ORG,"Companies, agencies, institutions, etc.",,,,
0218,Vasari,2,46,52,PERSON,"People, including fictional",,,,
0218,Correggio,2,56,65,PERSON,"People, including fictional",,,,
0218,the afternoon,3,3,16,TIME,Times smaller than a day,,,,
0218,Graham Bell,3,28,39,PERSON,"People, including fictional",,,,
0218,Gertrude,3,43,51,PERSON,"People, including fictional",,,,
0218,10.30,3,109,114,TIME,Times smaller than a day,,,,
0218,B.,3,192,194,PERSON,"People, including fictional",,,,
0218,"Wednesday, February 24, 1892",4,2,30,DATE,Absolute or relative dates or periods,,,,
0218,Florence,4,32,40,GPE,"Countries, cities, states",,,,
0218,B.,5,31,33,PERSON,"People, including fictional",,,,
0218,Uffizi,5,41,47,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0218,11.30,5,53,58,TIME,Times smaller than a day,,,,
0218,Andreas,5,70,77,PERSON,"People, including fictional",,,,
0218,Pitti,5,95,100,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0218,the afternoon,6,10,23,TIME,Times smaller than a day,,,,
0218,Perugino,6,37,45,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0218,Franciabigio,6,54,66,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0218,the Porta Romana,6,103,119,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0218,Perugino,6,135,143,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0218,Marie Deraismes,7,38,53,PERSON,"People, including fictional",,,,
0218,Éve dans l’Humanité,7,61,80,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0218,B.,8,0,2,PERSON,"People, including fictional",,,,
0218,Jenkins,8,37,44,PERSON,"People, including fictional",,,,
0218,J.,8,50,52,PERSON,"People, including fictional",,,,
