page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0213,"Wednesday, February 17, 1892",1,0,28,DATE,Absolute or relative dates or periods,,,,
0213,Florence,1,30,38,GPE,"Countries, cities, states",,,,
0213,Filippino,2,13,22,PERSON,"People, including fictional",,,,
0213,Ghirlandaio,2,27,38,PERSON,"People, including fictional",,,,
0213,Pitti,2,46,51,PERSON,"People, including fictional",,,,
0213,Uffizi,2,56,62,PERSON,"People, including fictional",,,,
0213,the morning,2,66,77,TIME,Times smaller than a day,,,,
0213,Costa,2,79,84,PERSON,"People, including fictional",,,,
0213,the afternoon,3,3,16,TIME,Times smaller than a day,,,,
0213,B.,3,51,53,PERSON,"People, including fictional",,,,
0213,four,3,62,66,CARDINAL,Numerals that do not fall under another type,,,,
0213,Loeser,3,130,136,PERSON,"People, including fictional",,,,
0213,Correggio,4,25,34,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0213,the evening,4,38,49,TIME,Times smaller than a day,,,,
0213,"Thursday, February 18, 1892",5,2,29,DATE,Absolute or relative dates or periods,,,,
0213,Florence,5,31,39,GPE,"Countries, cities, states",,,,
0213,Bartolommeo,6,4,15,PERSON,"People, including fictional",,,,
0213,Granacci,6,17,25,PERSON,"People, including fictional",,,,
0213,Ridolfo Ghirlandaio,6,27,46,PERSON,"People, including fictional",,,,
0213,the morning,6,50,61,TIME,Times smaller than a day,,,,
0213,Raffaelo Botticini,6,68,86,PERSON,"People, including fictional",,,,
0213,Loeser,7,16,22,PERSON,"People, including fictional",,,,
0213,Musgrave,8,0,8,PERSON,"People, including fictional",,,,
0213,B.,8,41,43,PERSON,"People, including fictional",,,,
0213,Herrick,8,49,56,PERSON,"People, including fictional",,,,
0213,first,9,23,28,ORDINAL,"""first"", ""second"", etc.",,,,
0213,Dante,9,57,62,PERSON,"People, including fictional",,,,
0213,B.,10,30,32,PERSON,"People, including fictional",,,,
0213,the Sistine Chapel,10,88,106,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0213,Fiorenzo di Lorenzo,10,113,132,PERSON,"People, including fictional",,,,
0213,Cram,11,42,46,PERSON,"People, including fictional",,,,
