page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0325,"Thursday, November 10, 1892",1,2,29,DATE,Absolute or relative dates or periods,,,,
0325,Hotel〉 Subasio,1,32,46,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0325,Assisi,1,48,54,GPE,"Countries, cities, states",,,,
0325,Cambio,2,11,17,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0325,Gallery,2,48,55,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0325,the morning,2,59,70,TIME,Times smaller than a day,,,,
0325,12 francs,2,93,102,MONEY,"Monetary values, including unit",,,,
0325,La Bastia,2,117,126,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0325,Santa Maria degli Angeli,2,131,155,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0325,"Friday, November 11, 1892,",5,0,26,DATE,Absolute or relative dates or periods,,,,
0325,Albergo della Posta,5,29,48,PERSON,"People, including fictional",,,,
0325,Foligno,5,50,57,GPE,"Countries, cities, states",,,,
0325,Bernhard,6,54,62,PERSON,"People, including fictional",,,,
0325,San Francesco,7,34,47,GPE,"Countries, cities, states",,,,
0325,the morning,7,51,62,TIME,Times smaller than a day,,,,
0325,Martinis,7,81,89,NORP,Nationalities or religious or political groups,,,,
0325,Lorenzettis,7,94,105,NORP,Nationalities or religious or political groups,,,,
0325,Spello,7,182,188,GPE,"Countries, cities, states",,,,
0325,Pintoricchios,7,207,220,NORP,Nationalities or religious or political groups,,,,
0325,Peruginos,7,225,234,NORP,Nationalities or religious or political groups,,,,
0325,8 francs,7,257,265,MONEY,"Monetary values, including unit",,,,
0325,Julia’s,8,59,66,ORG,"Companies, agencies, institutions, etc.",,,,
0325,Macerata,8,71,79,GPE,"Countries, cities, states",,,,
0325,"Saturday, November 12, 1892",9,0,27,DATE,Absolute or relative dates or periods,,,,
0325,Albergo della Posta,9,29,48,ORG,"Companies, agencies, institutions, etc.",,,,
0325,Foligno,9,50,57,GPE,"Countries, cities, states",,,,
0325,Foligno,10,6,13,PERSON,"People, including fictional",,,,
0325,Montefalco,10,44,54,GPE,"Countries, cities, states",,,,
0325,Benozzos,10,77,85,PERSON,"People, including fictional",,,,
0325,some day,10,101,109,DATE,Absolute or relative dates or periods,,,,
0325,50 centimes,11,123,134,MONEY,"Monetary values, including unit",,,,
0325,2000 to 3000 francs,11,188,207,MONEY,"Monetary values, including unit",,,,
0325,Italians,11,227,235,NORP,Nationalities or religious or political groups,,,,
