page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0279,"Wednesday, July 13, 1892",1,0,24,DATE,Absolute or relative dates or periods,,,,
0279,Paris,1,26,31,GPE,"Countries, cities, states",,,,
0279,Michael Field,2,1,14,PERSON,"People, including fictional",,,,
0279,this morning,2,21,33,TIME,Times smaller than a day,,,,
0279,The Doctrine,2,116,128,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0279,Bernhard,2,155,163,PERSON,"People, including fictional",,,,
0279,a curious three weeks,3,16,37,DATE,Absolute or relative dates or periods,,,,
0279,Bernhard,3,137,145,PERSON,"People, including fictional",,,,
0279,one,3,237,240,CARDINAL,Numerals that do not fall under another type,,,,
0279,Bernhard,4,0,8,PERSON,"People, including fictional",,,,
0279,Norman Hapgood,5,14,28,PERSON,"People, including fictional",,,,
0279,Harvard,5,48,55,ORG,"Companies, agencies, institutions, etc.",,,,
0279,last night,6,314,324,TIME,Times smaller than a day,,,,
0279,Bradley,6,429,436,PERSON,"People, including fictional",,,,
0279,Edith,6,592,597,PERSON,"People, including fictional",,,,
0279,Liberanda,6,609,618,PERSON,"People, including fictional",,,,
0279,Hapgood,7,0,7,PERSON,"People, including fictional",,,,
0279,Chicago,7,131,138,GPE,"Countries, cities, states",,,,
0279,Cambridge,7,187,196,ORG,"Companies, agencies, institutions, etc.",,,,
0279,Cambridge,7,245,254,ORG,"Companies, agencies, institutions, etc.",,,,
0279,Bôcher,9,0,6,PERSON,"People, including fictional",,,,
0279,Marion Lawrence,9,38,53,PERSON,"People, including fictional",,,,
0279,Jens Th〈i〉is,9,73,85,PERSON,"People, including fictional",,,,
0279,Norwegian,10,5,14,NORP,Nationalities or religious or political groups,,,,
0279,one year,10,65,73,DATE,Absolute or relative dates or periods,,,,
