page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0197,"Thursday, January 28, 1892",2,0,26,DATE,Absolute or relative dates or periods,,,,
0197,Florence,2,28,36,GPE,"Countries, cities, states",,,,
0197,Academy,3,0,7,ORG,"Companies, agencies, institutions, etc.",,,,
0197,Churches,3,12,20,ORG,"Companies, agencies, institutions, etc.",,,,
0197,morning,3,28,35,TIME,Times smaller than a day,,,,
0197,the afternoon,4,10,23,TIME,Times smaller than a day,,,,
0197,Gertrude,4,35,43,PERSON,"People, including fictional",,,,
0197,B.,5,14,16,PERSON,"People, including fictional",,,,
0197,Loeser’s,5,20,28,ORG,"Companies, agencies, institutions, etc.",,,,
0197,"Friday, January 29, 1892",6,0,24,DATE,Absolute or relative dates or periods,,,,
0197,Florence,6,26,34,GPE,"Countries, cities, states",,,,
0197,the Michael Field’s,7,9,28,PERSON,"People, including fictional",,,,
0197,B.,7,40,42,PERSON,"People, including fictional",,,,
0197,Huysmans,7,58,66,PERSON,"People, including fictional",,,,
0197,Rebours,7,70,77,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0197,"Saturday, January 30, 1892",9,0,26,DATE,Absolute or relative dates or periods,,,,
0197,Florence,9,28,36,GPE,"Countries, cities, states",,,,
0197,Prato,10,8,13,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0197,10 o’clock,10,21,31,TIME,Times smaller than a day,,,,
0197,Gaddi,10,52,57,PERSON,"People, including fictional",,,,
0197,San Francesco,10,70,83,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0197,Duomo,10,110,115,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0197,Gallery,10,124,131,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0197,the evening,12,3,14,TIME,Times smaller than a day,,,,
0197,Loeser’s,12,27,35,ORG,"Companies, agencies, institutions, etc.",,,,
0197,Way,12,53,56,PERSON,"People, including fictional",,,,
0197,four,12,150,154,CARDINAL,Numerals that do not fall under another type,,,,
0197,B. Parce,14,0,8,PERSON,"People, including fictional",,,,
0197,Loeser,17,0,6,PERSON,"People, including fictional",,,,
0197,Lemaître,17,41,49,PERSON,"People, including fictional",,,,
0197,Mariage blanc,17,52,65,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0197,Ibsen,17,69,74,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0197,"Sunday, January 31, 1892",18,2,26,DATE,Absolute or relative dates or periods,,,,
