page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0055,Gaunoy,2,4,10,PERSON,"People, including fictional",,,,
0055,The Impatient Griselde,5,1,23,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0055,Grisélides,7,14,24,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0055,"June 30, 91",8,1,12,DATE,Absolute or relative dates or periods,,,,
0055,Paris,8,14,19,GPE,"Countries, cities, states",,,,
0055,London,9,0,6,GPE,"Countries, cities, states",,,,
0055,"July 10, 1891",9,8,21,DATE,Absolute or relative dates or periods,,,,
0055,Bow Street,9,42,52,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0055,Texan,11,22,27,NORP,Nationalities or religious or political groups,,,,
0055,Texan,12,32,37,NORP,Nationalities or religious or political groups,,,,
0055,two,13,71,74,CARDINAL,Numerals that do not fall under another type,,,,
0055,Seidlitz,13,98,106,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0055,"July 18, 91",14,0,11,DATE,Absolute or relative dates or periods,,,,
0055,Mary,15,1,5,PERSON,"People, including fictional",,,,
