page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0277,"Friday, June 24, 1892",1,2,23,DATE,Absolute or relative dates or periods,,,,
0277,Paris,1,25,30,GPE,"Countries, cities, states",,,,
0277,Bradley,2,6,13,PERSON,"People, including fictional",,,,
0277,Cooper,2,23,29,PERSON,"People, including fictional",,,,
0277,English,2,42,49,NORP,Nationalities or religious or political groups,,,,
0277,two,2,85,88,CARDINAL,Numerals that do not fall under another type,,,,
0277,one,2,120,123,CARDINAL,Numerals that do not fall under another type,,,,
0277,Michael Field,2,155,168,PERSON,"People, including fictional",,,,
0277,B.B.,2,256,260,PERSON,"People, including fictional",,,,
0277,Louvre,3,15,21,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0277,Michaels,3,41,49,PERSON,"People, including fictional",,,,
0277,Luxembourg,3,62,72,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0277,B.,3,74,76,PERSON,"People, including fictional",,,,
0277,Manet,3,91,96,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0277,Louvre,4,17,23,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0277,Lionardo,5,18,26,PERSON,"People, including fictional",,,,
0277,Bernhard,5,44,52,PERSON,"People, including fictional",,,,
0277,Sight and Song,5,85,99,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0277,"Saturday, June 25, 1892",6,0,23,DATE,Absolute or relative dates or periods,,,,
0277,Paris,6,25,30,GPE,"Countries, cities, states",,,,
0277,Louvre,7,20,26,ORG,"Companies, agencies, institutions, etc.",,,,
0277,Bernhard,7,28,36,PERSON,"People, including fictional",,,,
0277,Cariani,7,50,57,PERSON,"People, including fictional",,,,
0277,Wateaus,7,63,70,PERSON,"People, including fictional",,,,
0277,Michael,8,22,29,PERSON,"People, including fictional",,,,
0277,the New Salon,8,33,46,ORG,"Companies, agencies, institutions, etc.",,,,
0277,Zorn,8,60,64,PERSON,"People, including fictional",,,,
0277,Besnard,8,69,76,PERSON,"People, including fictional",,,,
0277,Bernhard,9,10,18,PERSON,"People, including fictional",,,,
0277,Mlle Madeleine Fleury,9,35,56,PERSON,"People, including fictional",,,,
0277,Paris,9,130,135,GPE,"Countries, cities, states",,,,
0277,two years,9,140,149,DATE,Absolute or relative dates or periods,,,,
0277,Browning,10,32,40,PERSON,"People, including fictional",,,,
0277,Edith Cooper,10,48,60,PERSON,"People, including fictional",,,,
0277,The Doctrine,10,96,108,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0277,Bernhard,10,124,132,PERSON,"People, including fictional",,,,
0277,all these days,11,18,32,DATE,Absolute or relative dates or periods,,,,
0277,Ray,11,247,250,PERSON,"People, including fictional",,,,
0277,"Sunday, June 26, 1892",12,0,21,DATE,Absolute or relative dates or periods,,,,
0277,Paris,12,23,28,GPE,"Countries, cities, states",,,,
0277,Bernhard,13,0,8,PERSON,"People, including fictional",,,,
0277,27th,13,11,15,ORDINAL,"""first"", ""second"", etc.",,,,
