page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0100,"Monday, August 31, 1891",1,0,23,DATE,Absolute or relative dates or periods,,,,
0100,Dresden,1,25,32,GPE,"Countries, cities, states",,,,
0100,Dutch,2,67,72,LANGUAGE,Any named language,,,,
0100,"Venus, Giorgione",2,93,109,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0100,2,3,0,1,CARDINAL,Numerals that do not fall under another type,,,,
0100,Paul Veroneses,3,2,16,PERSON,"People, including fictional",,,,
0100,Venus,4,9,14,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0100,Garofalo,4,16,24,PERSON,"People, including fictional",,,,
0100,Two,6,0,3,CARDINAL,Numerals that do not fall under another type,,,,
0100,Ercole Roberti,6,12,26,ORG,"Companies, agencies, institutions, etc.",,,,
0100,Francia,7,11,18,GPE,"Countries, cities, states",,,,
0100,Dosso,8,7,12,PERSON,"People, including fictional",,,,
0100,Dosso,9,9,14,PERSON,"People, including fictional",,,,
0100,Portrait of a Man,10,0,17,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0100,Titian,10,19,25,PERSON,"People, including fictional",,,,
0100,Palma,11,18,23,GPE,"Countries, cities, states",,,,
0100,Palma,12,23,28,GPE,"Countries, cities, states",,,,
0100,Annunciation,13,0,12,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0100,Cossa,13,14,19,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0100,Michael Fields,14,22,36,PERSON,"People, including fictional",,,,
0100,Krankenhauss,14,40,52,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0100,Robertson,15,59,68,PERSON,"People, including fictional",,,,
0100,Christianity,17,16,28,NORP,Nationalities or religious or political groups,,,,
0100,B.,18,0,2,PERSON,"People, including fictional",,,,
0100,"Tuesday, September 1, 1891",20,0,26,DATE,Absolute or relative dates or periods,,,,
0100,Hotel Goldner Kreuz,20,28,47,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0100,Regensberg,20,49,59,GPE,"Countries, cities, states",,,,
0100,Dresden,22,22,29,GPE,"Countries, cities, states",,,,
0100,8.45 to 5.45,22,31,43,TIME,Times smaller than a day,,,,
0100,Goncourt,23,9,17,PERSON,"People, including fictional",,,,
0100,Journal,23,20,27,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0100,Pierre Loti’s,23,34,47,PERSON,"People, including fictional",,,,
0100,Le Livre de Pitié et de la Mort,23,48,79,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0100,Villier de Lisle,24,4,20,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0100,Adam’s Histoires,24,21,37,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0100,German,25,8,14,LANGUAGE,Any named language,,,,
0100,Charles V.,26,5,15,PERSON,"People, including fictional",,,,
0100,Ratisbon,27,8,16,GPE,"Countries, cities, states",,,,
0100,Danube,27,57,63,LOC,"Non-GPE locations, mountain ranges, bodies of water",,,,
0100,Cathedral,27,69,78,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0100,Notre Dame de Paris,27,106,125,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0100,Frankfort,28,14,23,GPE,"Countries, cities, states",,,,
0100,Michael Fields,28,27,41,PERSON,"People, including fictional",,,,
0100,evening,28,45,52,TIME,Times smaller than a day,,,,
