page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0196,"Wednesday, January 27, 1892",1,0,27,DATE,Absolute or relative dates or periods,,,,
0196,Florence,1,29,37,GPE,"Countries, cities, states",,,,
0196,B.,2,34,36,PERSON,"People, including fictional",,,,
0196,Loeser,2,47,53,PERSON,"People, including fictional",,,,
0196,Pitti,2,61,66,GPE,"Countries, cities, states",,,,
0196,the afternoon,3,3,16,TIME,Times smaller than a day,,,,
0196,Albinia,3,40,47,PERSON,"People, including fictional",,,,
0196,San Miniato,3,97,108,ORG,"Companies, agencies, institutions, etc.",,,,
0196,Jameson,3,124,131,PERSON,"People, including fictional",,,,
0196,Masaccio,3,135,143,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0196,Ghiberti,3,145,153,PERSON,"People, including fictional",,,,
0196,Crowe,3,165,170,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0196,B.,4,0,2,PERSON,"People, including fictional",,,,
0196,À Rebours,4,37,46,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0196,Huysmans,4,50,58,PERSON,"People, including fictional",,,,
0196,the evening,5,3,14,TIME,Times smaller than a day,,,,
0196,the Ways and Loeser,5,29,48,ORG,"Companies, agencies, institutions, etc.",,,,
0196,Toscana,5,56,63,PERSON,"People, including fictional",,,,
0196,Way,5,107,110,PERSON,"People, including fictional",,,,
0196,five,5,203,207,CARDINAL,Numerals that do not fall under another type,,,,
0196,Gertrude,5,271,279,PERSON,"People, including fictional",,,,
