page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0204,"Friday, February 5, 1892",1,0,24,DATE,Absolute or relative dates or periods,,,,
0204,Florence,1,26,34,GPE,"Countries, cities, states",,,,
0204,Ray,2,44,47,PERSON,"People, including fictional",,,,
0204,Ray,3,33,36,PERSON,"People, including fictional",,,,
0204,Ghirlandajos,7,20,32,PERSON,"People, including fictional",,,,
0204,the morning,7,36,47,TIME,Times smaller than a day,,,,
0204,Loeser’s,7,81,89,ORG,"Companies, agencies, institutions, etc.",,,,
0204,Sumner,7,99,105,PERSON,"People, including fictional",,,,
0204,Thayer,7,115,121,PERSON,"People, including fictional",,,,
0204,Boston,7,125,131,GPE,"Countries, cities, states",,,,
0204,the evening,8,3,14,TIME,Times smaller than a day,,,,
0204,"Saturday, February 6, 1892",11,0,26,DATE,Absolute or relative dates or periods,,,,
0204,Florence,11,28,36,GPE,"Countries, cities, states",,,,
0204,S. Maria Novella,13,40,56,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0204,Ruskin,13,78,84,PERSON,"People, including fictional",,,,
0204,afternoon,15,13,22,TIME,Times smaller than a day,,,,
0204,Catalogue,15,65,74,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0204,Ghirlandajo,15,116,127,PERSON,"People, including fictional",,,,
0204,Les Messieurs Golovleff,16,8,31,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0204,Chtchédrine,16,35,46,PERSON,"People, including fictional",,,,
