page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0298,"Tuesday, September 20, 1892",1,2,29,DATE,Absolute or relative dates or periods,,,,
0298,Albergo Italia,1,31,45,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0298,Bergamo,1,47,54,GPE,"Countries, cities, states",,,,
0298,an hour,3,6,13,TIME,Times smaller than a day,,,,
0298,San Bartolommeo,3,17,32,GPE,"Countries, cities, states",,,,
0298,Lotto,4,32,37,ORG,"Companies, agencies, institutions, etc.",,,,
0298,Gallery,4,59,66,ORG,"Companies, agencies, institutions, etc.",,,,
0298,Oliver Cromwell,5,9,24,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0298,Liaisons Dangereuses,5,29,49,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0298,evening,6,17,24,TIME,Times smaller than a day,,,,
0298,"Wednesday, September 21, 1892",7,0,29,DATE,Absolute or relative dates or periods,,,,
0298,Bergamo,7,31,38,GPE,"Countries, cities, states",,,,
0298,Picinelli,8,8,17,PERSON,"People, including fictional",,,,
0298,the morning,8,32,43,TIME,Times smaller than a day,,,,
0298,Picinelli,8,52,61,PERSON,"People, including fictional",,,,
0298,two,8,144,147,CARDINAL,Numerals that do not fall under another type,,,,
0298,San Spirito,9,16,27,GPE,"Countries, cities, states",,,,
0298,Gallery,9,52,59,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0298,the Morelli Collection,9,105,127,ORG,"Companies, agencies, institutions, etc.",,,,
0298,the evening,10,3,14,TIME,Times smaller than a day,,,,
0298,Bernhard,10,28,36,PERSON,"People, including fictional",,,,
0298,Liaisons dangereuses,10,46,66,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0298,Creighton,10,83,92,PERSON,"People, including fictional",,,,
0298,"Thursday, September 22, 1892",12,0,28,DATE,Absolute or relative dates or periods,,,,
0298,Bergamo,12,30,37,GPE,"Countries, cities, states",,,,
0298,A very black day,13,0,16,DATE,Absolute or relative dates or periods,,,,
0298,afternoon,13,115,124,TIME,Times smaller than a day,,,,
0298,the evening,13,149,160,TIME,Times smaller than a day,,,,
0298,Signor Picinelli’s,13,231,249,PERSON,"People, including fictional",,,,
0298,Titian,13,261,267,PERSON,"People, including fictional",,,,
0298,Savoldo,13,272,279,PERSON,"People, including fictional",,,,
0298,Moroni,13,305,311,PERSON,"People, including fictional",,,,
0298,Signor Locatelli’s,13,315,333,PERSON,"People, including fictional",,,,
0298,Walter Raleigh,14,13,27,PERSON,"People, including fictional",,,,
0298,Bernhard,14,29,37,PERSON,"People, including fictional",,,,
0298,Creighton’s Papacy,14,43,61,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0298,"Friday, September 23, 1892",16,0,26,DATE,Absolute or relative dates or periods,,,,
0298,Bergamo,16,28,35,GPE,"Countries, cities, states",,,,
0298,Another black day,17,0,17,DATE,Absolute or relative dates or periods,,,,
0298,Baglioni,18,65,73,PERSON,"People, including fictional",,,,
0298,the evening,19,3,14,TIME,Times smaller than a day,,,,
0298,Creighton,20,12,21,PERSON,"People, including fictional",,,,
0298,Duke of Marlborough,20,24,43,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0298,"Saturday, September 24, 1892",22,0,28,DATE,Absolute or relative dates or periods,,,,
0298,Bergamo,22,30,37,GPE,"Countries, cities, states",,,,
0298,an almost sleepless night,23,17,42,TIME,Times smaller than a day,,,,
0298,the Colleone Chapel,24,19,38,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0298,Lotto,24,50,55,PERSON,"People, including fictional",,,,
0298,Santa Maria Maggiore,24,83,103,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0298,Alzano,25,44,50,GPE,"Countries, cities, states",,,,
0298,the Palmesque Lotto,25,59,78,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0298,the Duke of Marlborough,27,9,32,PERSON,"People, including fictional",,,,
0298,Diderot,27,50,57,PERSON,"People, including fictional",,,,
0298,Contes,27,60,66,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0298,Bernhard,27,68,76,PERSON,"People, including fictional",,,,
0298,Jacques le fataliste,27,82,102,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0298,Ray,28,4,7,PERSON,"People, including fictional",,,,
