page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0347,"Wednesday, January 25, 1893",1,2,29,DATE,Absolute or relative dates or periods,,,,
0347,Florence,1,31,39,GPE,"Countries, cities, states",,,,
0347,"Thursday, January 26, 1893",3,0,26,DATE,Absolute or relative dates or periods,,,,
0347,Florence,3,28,36,GPE,"Countries, cities, states",,,,
0347,James,4,6,11,PERSON,"People, including fictional",,,,
0347,Bernhard,4,22,30,PERSON,"People, including fictional",,,,
0347,Uffizi,4,54,60,PERSON,"People, including fictional",,,,
0347,James,4,71,76,PERSON,"People, including fictional",,,,
0347,Bernhard,4,232,240,PERSON,"People, including fictional",,,,
0347,Giorgiones,4,351,361,PERSON,"People, including fictional",,,,
0347,Salviati,4,388,396,PERSON,"People, including fictional",,,,
0347,Paolo,4,412,417,PERSON,"People, including fictional",,,,
0347,Bernhard,5,12,20,PERSON,"People, including fictional",,,,
0347,Loeser,5,38,44,PERSON,"People, including fictional",,,,
0347,"Friday, January 27, 1893",7,0,24,DATE,Absolute or relative dates or periods,,,,
0347,Florence,7,26,34,GPE,"Countries, cities, states",,,,
0347,James,8,13,18,PERSON,"People, including fictional",,,,
0347,James,8,46,51,PERSON,"People, including fictional",,,,
0347,James,8,118,123,PERSON,"People, including fictional",,,,
0347,One,8,243,246,CARDINAL,Numerals that do not fall under another type,,,,
0347,Vernon Lee’s,8,271,283,PERSON,"People, including fictional",,,,
0347,James,9,13,18,PERSON,"People, including fictional",,,,
0347,James,10,37,42,PERSON,"People, including fictional",,,,
0347,Vernon Lee,10,86,96,PERSON,"People, including fictional",,,,
0347,Bernhard,11,50,58,PERSON,"People, including fictional",,,,
0347,Loeser,12,21,27,PERSON,"People, including fictional",,,,
0347,German,12,41,47,NORP,Nationalities or religious or political groups,,,,
0347,Bernhard,12,61,69,PERSON,"People, including fictional",,,,
0347,Comparetti,12,88,98,PERSON,"People, including fictional",,,,
0347,Bywater,12,117,124,PERSON,"People, including fictional",,,,
0347,the afternoon,13,3,16,TIME,Times smaller than a day,,,,
0347,"Saturday, January 28, 1893",14,2,28,DATE,Absolute or relative dates or periods,,,,
0347,Florence,14,30,38,GPE,"Countries, cities, states",,,,
0347,Uffizi,15,28,34,GPE,"Countries, cities, states",,,,
0347,the afternoon,16,3,16,TIME,Times smaller than a day,,,,
0347,the Bagni di Ripoli,16,48,67,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0347,"Sunday, January 29, 1893",17,0,24,DATE,Absolute or relative dates or periods,,,,
0347,Florence,17,26,34,GPE,"Countries, cities, states",,,,
0347,Lotto,18,0,5,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0347,the morning,18,9,20,TIME,Times smaller than a day,,,,
0347,Bargello,18,26,34,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0347,Bernhard,19,47,55,PERSON,"People, including fictional",,,,
0347,Bello Sguardo,19,68,81,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0347,Pater,21,29,34,PERSON,"People, including fictional",,,,
0347,the evening,22,24,35,TIME,Times smaller than a day,,,,
0347,Bernhard,22,40,48,PERSON,"People, including fictional",,,,
0347,Ben Jonson,23,5,15,PERSON,"People, including fictional",,,,
0347,"Monday, January 30, 1893",24,0,24,DATE,Absolute or relative dates or periods,,,,
0347,Florence,24,26,34,GPE,"Countries, cities, states",,,,
0347,Bernhard,26,0,8,PERSON,"People, including fictional",,,,
0347,Bargello,26,21,29,PERSON,"People, including fictional",,,,
0347,Academy,27,27,34,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0347,S. Annunziata,27,39,52,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0347,Duomo,27,61,66,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0347,the evening,28,10,21,TIME,Times smaller than a day,,,,
0347,Drummond of Hawthornden,29,5,28,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0347,January 30,31,17,27,DATE,Absolute or relative dates or periods,,,,
