page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0333,"Thursday, December 1, 1892",1,0,26,DATE,Absolute or relative dates or periods,,,,
0333,Florence,1,28,36,GPE,"Countries, cities, states",,,,
0333,The Pretenders,2,7,21,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0333,Costa,4,4,9,PERSON,"People, including fictional",,,,
0333,Ghiberti,4,22,30,PERSON,"People, including fictional",,,,
0333,Donatellos,4,32,42,PERSON,"People, including fictional",,,,
0333,Lucca della Robbias,4,48,67,PERSON,"People, including fictional",,,,
0333,Duomo,4,75,80,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0333,the Riccardi Palace,4,98,117,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0333,Benozzos,4,129,137,PERSON,"People, including fictional",,,,
0333,the afternoon,5,3,16,TIME,Times smaller than a day,,,,
0333,evening,5,21,28,TIME,Times smaller than a day,,,,
0333,Bernhard,5,77,85,PERSON,"People, including fictional",,,,
0333,"Friday, December 2, 1892",6,2,26,DATE,Absolute or relative dates or periods,,,,
0333,Florence,6,28,36,GPE,"Countries, cities, states",,,,
0333,Bernhard,7,11,19,PERSON,"People, including fictional",,,,
0333,Bargello,8,15,23,PERSON,"People, including fictional",,,,
0333,Bernhard,9,0,8,PERSON,"People, including fictional",,,,
0333,Cascine,9,23,30,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0333,Costa,9,36,41,PERSON,"People, including fictional",,,,
0333,Bernhard,11,0,8,PERSON,"People, including fictional",,,,
0333,the Law of Popularity,11,46,67,LAW,Named documents made into laws.,,,,
