page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0231,Bernhard,1,203,211,PERSON,"People, including fictional",,,,
0231,Hampton Court Guide,1,515,534,ORG,"Companies, agencies, institutions, etc.",,,,
0231,Vasari,1,839,845,PERSON,"People, including fictional",,,,
0231,next summer,1,876,887,DATE,Absolute or relative dates or periods,,,,
0231,the Hampton Court Guide,1,1075,1098,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0231,one,1,1107,1110,CARDINAL,Numerals that do not fall under another type,,,,
0231,this winter,1,1201,1212,DATE,Absolute or relative dates or periods,,,,
0231,winter,1,1264,1270,DATE,Absolute or relative dates or periods,,,,
0231,a dozen hours,1,1277,1290,TIME,Times smaller than a day,,,,
0231,Savoldo,1,1315,1322,PERSON,"People, including fictional",,,,
0231,Bonifazio,1,1351,1360,PERSON,"People, including fictional",,,,
0231,Titian,1,1381,1387,PERSON,"People, including fictional",,,,
0231,B.,2,309,311,PERSON,"People, including fictional",,,,
0231,one,2,984,987,CARDINAL,Numerals that do not fall under another type,,,,
0231,a hundred,2,1216,1225,CARDINAL,Numerals that do not fall under another type,,,,
0231,the Hampton Court Guide,2,1238,1261,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0231,first,2,1612,1617,ORDINAL,"""first"", ""second"", etc.",,,,
0231,Frank,3,256,261,PERSON,"People, including fictional",,,,
0231,B.,3,459,461,PERSON,"People, including fictional",,,,
0231,thousand,4,504,512,CARDINAL,Numerals that do not fall under another type,,,,
0231,winter,4,700,706,DATE,Absolute or relative dates or periods,,,,
0231,B.,5,0,2,PERSON,"People, including fictional",,,,
0231,more than three months,5,285,307,DATE,Absolute or relative dates or periods,,,,
0231,A Year later,11,0,12,DATE,Absolute or relative dates or periods,,,,
0231,the Hampton Court Guide,12,32,55,WORK_OF_ART,"Titles of books, songs, etc.",,,,
