page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0184,"Wednesday, December 30, 1891",1,0,28,DATE,Absolute or relative dates or periods,,,,
0184,Florence,1,30,38,GPE,"Countries, cities, states",,,,
0184,B.,2,37,39,PERSON,"People, including fictional",,,,
0184,Titian,4,14,20,PRODUCT,"Objects, vehicles, foods, etc. (not services)",,,,
0184,"Thursday, December 31, 1891",5,0,27,DATE,Absolute or relative dates or periods,,,,
0184,Florence,5,29,37,GPE,"Countries, cities, states",,,,
0184,9.30,7,21,25,TIME,Times smaller than a day,,,,
0184,Morning,8,0,7,TIME,Times smaller than a day,,,,
0184,B.,9,0,2,PERSON,"People, including fictional",,,,
0184,B.,11,0,2,PERSON,"People, including fictional",,,,
0184,Ferrari,11,11,18,WORK_OF_ART,"Titles of books, songs, etc.",,,,
