page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0078,"Tuesday, August 11, 1891",1,0,24,DATE,Absolute or relative dates or periods,,,,
0078,s’Gravenhage,1,26,38,PERSON,"People, including fictional",,,,
0078,Motley,2,5,11,PERSON,"People, including fictional",,,,
0078,Goncourt,2,28,36,PERSON,"People, including fictional",,,,
0078,Museum,3,8,14,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0078,Sodoma,3,28,34,PERSON,"People, including fictional",,,,
0078,Delft,4,8,13,GPE,"Countries, cities, states",,,,
0078,Renaissance Staathuis,4,19,40,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0078,Church,4,45,51,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0078,Salisbury Cathedral,4,121,140,FAC,"Buildings, airports, highways, bridges, etc.",,,,
0078,Vanmeer,5,22,29,PERSON,"People, including fictional",,,,
0078,the Groote Kerk,6,18,33,GPE,"Countries, cities, states",,,,
0078,Motley,8,5,11,WORK_OF_ART,"Titles of books, songs, etc.",,,,
